Country Name,Country Code,Series Name,Series Code,YR2023
Ecuador,ECU,Urban population,SP.URB.TOTL,11785978
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",SP.POP.0014.FE.IN,17941489
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",SP.POP.0014.MA.IN,18828563
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",SP.POP.1564.FE.IN,34593090
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",SP.POP.1564.MA.IN,35817544
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2341570
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3194343
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,411644
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,201239
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,55728922
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,56987677
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,112716598
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,48580854
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,774367
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,818741
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2239825
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1999772
El Salvador,SLV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,211327
El Salvador,SLV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,320910
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,71161
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,41949
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3335102
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,3029841
El Salvador,SLV,"Population, total",SP.POP.TOTL,6364943
El Salvador,SLV,Urban population,SP.URB.TOTL,4798721
Equatorial Guinea,GNQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,324137
Equatorial Guinea,GNQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,329539
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,457525
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,550006
Equatorial Guinea,GNQ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,24413
Equatorial Guinea,GNQ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,29051
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,3850
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,2606
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,810713
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,903958
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1714671
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,1276538
Eritrea,ERI,"Population ages 0-14, female",SP.POP.0014.FE.IN,717450
Eritrea,ERI,"Population ages 0-14, male",SP.POP.0014.MA.IN,731702
Eritrea,ERI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1093929
Eritrea,ERI,"Population ages 15-64, male",SP.POP.1564.MA.IN,1054624
Eritrea,ERI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,64197
Eritrea,ERI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,87000
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,13343
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8731
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1898379
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1850523
Eritrea,ERI,"Population, total",SP.POP.TOTL,3748901
Eritrea,ERI,Urban population,SP.URB.TOTL,1622037
Estonia,EST,"Population ages 0-14, female",SP.POP.0014.FE.IN,106384
Estonia,EST,"Population ages 0-14, male",SP.POP.0014.MA.IN,112351
Estonia,EST,"Population ages 15-64, female",SP.POP.1564.FE.IN,417833
Estonia,EST,"Population ages 15-64, male",SP.POP.1564.MA.IN,427131
Estonia,EST,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,99681
Estonia,EST,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,181459
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,60900
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,21867
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,705676
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,639163
Estonia,EST,"Population, total",SP.POP.TOTL,1344839
Estonia,EST,Urban population,SP.URB.TOTL,938832
Eswatini,SWZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,206988
Eswatini,SWZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,209066
Eswatini,SWZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,373286
Eswatini,SWZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,372840
Eswatini,SWZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,18143
Eswatini,SWZ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,30499
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,3588
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2080
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,610772
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,600049
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1210822
Eswatini,SWZ,Urban population,SP.URB.TOTL,300163
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,24370004
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,25350220
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,36417404
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,36394028
Ethiopia,ETH,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1801457
Ethiopia,ETH,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2193948
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,295787
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,204380
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,62981355
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,63545705
Ethiopia,ETH,"Population, total",SP.POP.TOTL,126527060
Ethiopia,ETH,Urban population,SP.URB.TOTL,29299871
Euro area,EMU,"Population ages 0-14, female",SP.POP.0014.FE.IN,24294197
Euro area,EMU,"Population ages 0-14, male",SP.POP.0014.MA.IN,25591616
Euro area,EMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,108764082
Euro area,EMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,109394553
Euro area,EMU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,33356805
Euro area,EMU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,42770061
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14268786
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8763027
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,175828337
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,168342975
Euro area,EMU,"Population, total",SP.POP.TOTL,344171314
Euro area,EMU,Urban population,SP.URB.TOTL,269094779
Europe & Central Asia,ECS,"Population ages 0-14, female",SP.POP.0014.FE.IN,79506257
Europe & Central Asia,ECS,"Population ages 0-14, male",SP.POP.0014.MA.IN,84056637
Europe & Central Asia,ECS,"Population ages 15-64, female",SP.POP.1564.FE.IN,299299842
Europe & Central Asia,ECS,"Population ages 15-64, male",SP.POP.1564.MA.IN,296282507
Europe & Central Asia,ECS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,66779703
Europe & Central Asia,ECS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,95198357
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27343693
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14743207
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,474004448
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,447118848
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,921123295
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,673850872
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, female",SP.POP.0014.FE.IN,41298661
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male",SP.POP.0014.MA.IN,43811995
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, female",SP.POP.1564.FE.IN,133869499
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, male",SP.POP.1564.MA.IN,129527557
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,18483497
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,33020231
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,7704376
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,2732874
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,208188388
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,191823051
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,400011439
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,273022621
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, female",SP.POP.0014.FE.IN,45616667
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, male",SP.POP.0014.MA.IN,48357235
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, female",SP.POP.1564.FE.IN,153095534
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, male",SP.POP.1564.MA.IN,148895722
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,22884475
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,39596180
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,9371624
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3513557
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238308378
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,220137434
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,458445812
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,307109713
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,31882658
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,33587412
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,141440591
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,142693775
European Union,EUU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,41552423
European Union,EUU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,54445585
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17293501
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10325276
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,227768829
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,217833613
European Union,EUU,"Population, total",SP.POP.TOTL,445602445
European Union,EUU,Urban population,SP.URB.TOTL,337536921
Faroe Islands,FRO,"Population ages 0-14, female",SP.POP.0014.FE.IN,5380
Faroe Islands,FRO,"Population ages 0-14, male",SP.POP.0014.MA.IN,5655
Faroe Islands,FRO,"Population ages 15-64, female",SP.POP.1564.FE.IN,15430
Faroe Islands,FRO,"Population ages 15-64, male",SP.POP.1564.MA.IN,17241
Faroe Islands,FRO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4674
Faroe Islands,FRO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4890
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1347
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1022
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,25700
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,27570
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,53270
Faroe Islands,FRO,Urban population,SP.URB.TOTL,22899
Fiji,FJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,129648
Fiji,FJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,135290
Fiji,FJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,305106
Fiji,FJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,309256
Fiji,FJI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,24944
Fiji,FJI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,32130
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4270
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2222
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,466885
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,469490
Fiji,FJI,"Population, total",SP.POP.TOTL,936375
Fiji,FJI,Urban population,SP.URB.TOTL,549774
Finland,FIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,405032
Finland,FIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,423943
Finland,FIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1676412
Finland,FIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1740429
Finland,FIN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,582909
Finland,FIN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,729912
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,209602
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,125496
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2811355
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2747281
Finland,FIN,"Population, total",SP.POP.TOTL,5558637
Finland,FIN,Urban population,SP.URB.TOTL,4767810
Fragile and conflict affected situations,FCS,"Population ages 0-14, female",SP.POP.0014.FE.IN,203098440
Fragile and conflict affected situations,FCS,"Population ages 0-14, male",SP.POP.0014.MA.IN,209342815
Fragile and conflict affected situations,FCS,"Population ages 15-64, female",SP.POP.1564.FE.IN,295874791
Fragile and conflict affected situations,FCS,"Population ages 15-64, male",SP.POP.1564.MA.IN,294276077
Fragile and conflict affected situations,FCS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,17905066
Fragile and conflict affected situations,FCS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,24624426
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3947294
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2067654
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,523597656
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,521523953
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1045121612
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,467789901
France,FRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5673684
France,FRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,5930590
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,21047314
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,20462868
France,FRA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,6498301
France,FRA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,8482667
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2718491
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1585113
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35203665
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32891759
France,FRA,"Population, total",SP.POP.TOTL,68095424
France,FRA,Urban population,SP.URB.TOTL,55686395
French Polynesia,PYF,"Population ages 0-14, female",SP.POP.0014.FE.IN,31149
French Polynesia,PYF,"Population ages 0-14, male",SP.POP.0014.MA.IN,32994
French Polynesia,PYF,"Population ages 15-64, female",SP.POP.1564.FE.IN,105016
French Polynesia,PYF,"Population ages 15-64, male",SP.POP.1564.MA.IN,106946
French Polynesia,PYF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16101
French Polynesia,PYF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,16666
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,3540
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2663
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,152831
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,156041
French Polynesia,PYF,"Population, total",SP.POP.TOTL,308872
French Polynesia,PYF,Urban population,SP.URB.TOTL,192390
Gabon,GAB,"Population ages 0-14, female",SP.POP.0014.FE.IN,436929
Gabon,GAB,"Population ages 0-14, male",SP.POP.0014.MA.IN,442410
Gabon,GAB,"Population ages 15-64, female",SP.POP.1564.FE.IN,710746
Gabon,GAB,"Population ages 15-64, male",SP.POP.1564.MA.IN,751646
Gabon,GAB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,44520
Gabon,GAB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,50315
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,8046
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6426
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1197990
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1238576
Gabon,GAB,"Population, total",SP.POP.TOTL,2436566
Gabon,GAB,Urban population,SP.URB.TOTL,2217982
"Gambia, The",GMB,"Population ages 0-14, female",SP.POP.0014.FE.IN,584075
"Gambia, The",GMB,"Population ages 0-14, male",SP.POP.0014.MA.IN,596949
"Gambia, The",GMB,"Population ages 15-64, female",SP.POP.1564.FE.IN,773133
"Gambia, The",GMB,"Population ages 15-64, male",SP.POP.1564.MA.IN,751407
"Gambia, The",GMB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,31739
"Gambia, The",GMB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,35863
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5339
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4024
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1393072
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1380095
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2773168
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1787917
Georgia,GEO,"Population ages 0-14, female",SP.POP.0014.FE.IN,381175
Georgia,GEO,"Population ages 0-14, male",SP.POP.0014.MA.IN,407549
Georgia,GEO,"Population ages 15-64, female",SP.POP.1564.FE.IN,1223626
Georgia,GEO,"Population ages 15-64, male",SP.POP.1564.MA.IN,1141094
Georgia,GEO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,189596
Georgia,GEO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,355688
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,88305
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,28378
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1960490
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1738239
Georgia,GEO,"Population, total",SP.POP.TOTL,3698729
Georgia,GEO,Urban population,SP.URB.TOTL,2246127
Germany,DEU,"Population ages 0-14, female",SP.POP.0014.FE.IN,5696157
Germany,DEU,"Population ages 0-14, male",SP.POP.0014.MA.IN,6012318
Germany,DEU,"Population ages 15-64, female",SP.POP.1564.FE.IN,26035711
Germany,DEU,"Population ages 15-64, male",SP.POP.1564.MA.IN,26916089
Germany,DEU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8380687
Germany,DEU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10658326
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3873599
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2450178
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42390194
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41309094
Germany,DEU,"Population, total",SP.POP.TOTL,83699288
Germany,DEU,Urban population,SP.URB.TOTL,65088751
Ghana,GHA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6166145
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6323567
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,10252382
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,10134621
Ghana,GHA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,558340
Ghana,GHA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,686932
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,91825
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,61948
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,17105458
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,17016528
Ghana,GHA,"Population, total",SP.POP.TOTL,34121985
Ghana,GHA,Urban population,SP.URB.TOTL,20213181
Gibraltar,GIB,"Population ages 0-14, female",SP.POP.0014.FE.IN,2694
Gibraltar,GIB,"Population ages 0-14, male",SP.POP.0014.MA.IN,2838
Gibraltar,GIB,"Population ages 15-64, female",SP.POP.1564.FE.IN,10024
Gibraltar,GIB,"Population ages 15-64, male",SP.POP.1564.MA.IN,10178
Gibraltar,GIB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3319
Gibraltar,GIB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3638
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,1090
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,727
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,16355
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,16334
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32688
Gibraltar,GIB,Urban population,SP.URB.TOTL,32688
Greece,GRC,"Population ages 0-14, female",SP.POP.0014.FE.IN,686349
Greece,GRC,"Population ages 0-14, male",SP.POP.0014.MA.IN,725776
Greece,GRC,"Population ages 15-64, female",SP.POP.1564.FE.IN,3312772
Greece,GRC,"Population ages 15-64, male",SP.POP.1564.MA.IN,3255661
Greece,GRC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1093814
Greece,GRC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1310099
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,397730
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,315973
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5309220
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5075251
Greece,GRC,"Population, total",SP.POP.TOTL,10384471
Greece,GRC,Urban population,SP.URB.TOTL,8377464
Grenada,GRD,"Population ages 0-14, female",SP.POP.0014.FE.IN,14736
Grenada,GRD,"Population ages 0-14, male",SP.POP.0014.MA.IN,15319
Grenada,GRD,"Population ages 15-64, female",SP.POP.1564.FE.IN,41231
Grenada,GRD,"Population ages 15-64, male",SP.POP.1564.MA.IN,41850
Grenada,GRD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,5871
Grenada,GRD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,7174
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,1953
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1104
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,63142
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,63041
Grenada,GRD,"Population, total",SP.POP.TOTL,126183
Grenada,GRD,Urban population,SP.URB.TOTL,46762
Guam,GUM,"Population ages 0-14, female",SP.POP.0014.FE.IN,21581
Guam,GUM,"Population ages 0-14, male",SP.POP.0014.MA.IN,23038
Guam,GUM,"Population ages 15-64, female",SP.POP.1564.FE.IN,52561
Guam,GUM,"Population ages 15-64, male",SP.POP.1564.MA.IN,54544
Guam,GUM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,9410
Guam,GUM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,11818
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,2664
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1664
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,85960
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,86992
Guam,GUM,"Population, total",SP.POP.TOTL,172952
Guam,GUM,Urban population,SP.URB.TOTL,164592
Guatemala,GTM,"Population ages 0-14, female",SP.POP.0014.FE.IN,2762128
Guatemala,GTM,"Population ages 0-14, male",SP.POP.0014.MA.IN,2845080
Guatemala,GTM,"Population ages 15-64, female",SP.POP.1564.FE.IN,5645022
Guatemala,GTM,"Population ages 15-64, male",SP.POP.1564.MA.IN,5480720
Guatemala,GTM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,383697
Guatemala,GTM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,484769
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,99260
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,71231
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8891919
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8709497
Guatemala,GTM,"Population, total",SP.POP.TOTL,17601416
Guatemala,GTM,Urban population,SP.URB.TOTL,9346000
Guinea,GIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2877239
Guinea,GIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,2970918
Guinea,GIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,4014895
Guinea,GIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3857968
Guinea,GIN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,194705
Guinea,GIN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,274889
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,39856
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,25480
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,7167023
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,7023590
Guinea,GIN,"Population, total",SP.POP.TOTL,14190612
Guinea,GIN,Urban population,SP.URB.TOTL,5404495
Guinea-Bissau,GNB,"Population ages 0-14, female",SP.POP.0014.FE.IN,420833
Guinea-Bissau,GNB,"Population ages 0-14, male",SP.POP.0014.MA.IN,431732
Guinea-Bissau,GNB,"Population ages 15-64, female",SP.POP.1564.FE.IN,630466
Guinea-Bissau,GNB,"Population ages 15-64, male",SP.POP.1564.MA.IN,606814
