Country Name,Country Code,Series Name,Series Code,YR2023
Lithuania,LTU,"Population ages 15-64, male",SP.POP.1564.MA.IN,889684
Lithuania,LTU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,205515
Lithuania,LTU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,389476
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,128227
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,47114
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1486591
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1317354
Lithuania,LTU,"Population, total",SP.POP.TOTL,2803946
Lithuania,LTU,Urban population,SP.URB.TOTL,1926143
Low & middle income,LMY,"Population ages 0-14, female",SP.POP.0014.FE.IN,873700798
Low & middle income,LMY,"Population ages 0-14, male",SP.POP.0014.MA.IN,928434045
Low & middle income,LMY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2165317017
Low & middle income,LMY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2221552121
Low & middle income,LMY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,247068113
Low & middle income,LMY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,310852492
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,57468509
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,34630824
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3349870299
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3397054281
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6746924578
Low & middle income,LMY,Urban population,SP.URB.TOTL,3551883905
Low income,LIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,148077430
Low income,LIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,151921051
Low income,LIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,200987524
Low income,LIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,198947520
Low income,LIC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10033041
Low income,LIC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,13017496
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1858345
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,1090178
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,362082454
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,360901606
Low income,LIC,"Population, total",SP.POP.TOTL,722984063
Low income,LIC,Urban population,SP.URB.TOTL,253189935
Lower middle income,LMC,"Population ages 0-14, female",SP.POP.0014.FE.IN,460590603
Lower middle income,LMC,"Population ages 0-14, male",SP.POP.0014.MA.IN,487812861
Lower middle income,LMC,"Population ages 15-64, female",SP.POP.1564.FE.IN,1025649559
Lower middle income,LMC,"Population ages 15-64, male",SP.POP.1564.MA.IN,1058744792
Lower middle income,LMC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,90886537
Lower middle income,LMC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,108326995
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,17696590
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,11455721
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1594567143
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1637444193
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3232011333
Lower middle income,LMC,Urban population,SP.URB.TOTL,1382362189
Luxembourg,LUX,"Population ages 0-14, female",SP.POP.0014.FE.IN,50565
Luxembourg,LUX,"Population ages 0-14, male",SP.POP.0014.MA.IN,52972
Luxembourg,LUX,"Population ages 15-64, female",SP.POP.1564.FE.IN,222452
Luxembourg,LUX,"Population ages 15-64, male",SP.POP.1564.MA.IN,232596
Luxembourg,LUX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,46574
Luxembourg,LUX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,54745
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16542
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,10392
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,327762
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,332142
Luxembourg,LUX,"Population, total",SP.POP.TOTL,659904
Luxembourg,LUX,Urban population,SP.URB.TOTL,607626
"Macao SAR, China",MAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,50856
"Macao SAR, China",MAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,54744
"Macao SAR, China",MAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,273728
"Macao SAR, China",MAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,228603
"Macao SAR, China",MAC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,46562
"Macao SAR, China",MAC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,49657
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,11259
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,7675
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,374241
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,329909
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,704149
"Macao SAR, China",MAC,Urban population,SP.URB.TOTL,704149
Madagascar,MDG,"Population ages 0-14, female",SP.POP.0014.FE.IN,5796568
Madagascar,MDG,"Population ages 0-14, male",SP.POP.0014.MA.IN,5949185
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,8781806
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,8765652
Madagascar,MDG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,475863
Madagascar,MDG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,556657
Madagascar,MDG,"Population ages 80 and above, female",SP.POP.80UP.FE,68446
Madagascar,MDG,"Population ages 80 and above, male",SP.POP.80UP.MA,48257
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,15135032
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,15190700
Madagascar,MDG,"Population, total",SP.POP.TOTL,30325732
Madagascar,MDG,Urban population,SP.URB.TOTL,12298904
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,4395133
Malawi,MWI,"Population ages 0-14, male",SP.POP.0014.MA.IN,4405873
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,6030402
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5568563
Malawi,MWI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,210062
Malawi,MWI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,321719
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,78580
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,33724
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,10747253
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,10184498
Malawi,MWI,"Population, total",SP.POP.TOTL,20931751
Malawi,MWI,Urban population,SP.URB.TOTL,3826324
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3724213
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,3967002
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,11654981
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,12290874
Malaysia,MYS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1262382
Malaysia,MYS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1409073
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,225800
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,174555
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,16788267
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,17520258
Malaysia,MYS,"Population, total",SP.POP.TOTL,34308525
Malaysia,MYS,Urban population,SP.URB.TOTL,27006299
Maldives,MDV,"Population ages 0-14, female",SP.POP.0014.FE.IN,54489
Maldives,MDV,"Population ages 0-14, male",SP.POP.0014.MA.IN,58423
Maldives,MDV,"Population ages 15-64, female",SP.POP.1564.FE.IN,155548
Maldives,MDV,"Population ages 15-64, male",SP.POP.1564.MA.IN,225957
Maldives,MDV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,14212
Maldives,MDV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,12394
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,2644
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,2892
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,222431
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,298591
Maldives,MDV,"Population, total",SP.POP.TOTL,521021
Maldives,MDV,Urban population,SP.URB.TOTL,218678
Mali,MLI,"Population ages 0-14, female",SP.POP.0014.FE.IN,5409636
Mali,MLI,"Population ages 0-14, male",SP.POP.0014.MA.IN,5531947
Mali,MLI,"Population ages 15-64, female",SP.POP.1564.FE.IN,5831212
Mali,MLI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5976753
Mali,MLI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,250072
Mali,MLI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,294077
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,31164
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,23067
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,11534926
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,11758772
Mali,MLI,"Population, total",SP.POP.TOTL,23293698
Mali,MLI,Urban population,SP.URB.TOTL,10759126
Malta,MLT,"Population ages 0-14, female",SP.POP.0014.FE.IN,33877
Malta,MLT,"Population ages 0-14, male",SP.POP.0014.MA.IN,36442
Malta,MLT,"Population ages 15-64, female",SP.POP.1564.FE.IN,165050
Malta,MLT,"Population ages 15-64, male",SP.POP.1564.MA.IN,192975
Malta,MLT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,48322
Malta,MLT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,55949
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,15245
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,9659
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,254877
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,277739
Malta,MLT,"Population, total",SP.POP.TOTL,532616
Malta,MLT,Urban population,SP.URB.TOTL,505671
Marshall Islands,MHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,6439
Marshall Islands,MHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,6981
Marshall Islands,MHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,13153
Marshall Islands,MHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,13428
Marshall Islands,MHL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1016
Marshall Islands,MHL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,978
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,67
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,42
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,20571
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,21425
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,41996
Marshall Islands,MHL,Urban population,SP.URB.TOTL,33121
Mauritania,MRT,"Population ages 0-14, female",SP.POP.0014.FE.IN,987845
Mauritania,MRT,"Population ages 0-14, male",SP.POP.0014.MA.IN,1013486
Mauritania,MRT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1407230
Mauritania,MRT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1298406
Mauritania,MRT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,72824
Mauritania,MRT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,83198
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,10929
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,8599
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2478273
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2384716
Mauritania,MRT,"Population, total",SP.POP.TOTL,4862989
Mauritania,MRT,Urban population,SP.URB.TOTL,2805896
Mauritius,MUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,99881
Mauritius,MUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,102493
Mauritius,MUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,446645
Mauritius,MUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,446742
Mauritius,MUS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,73548
Mauritius,MUS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,94631
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,17190
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,9818
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,641157
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,622782
Mauritius,MUS,"Population, total",SP.POP.TOTL,1263939
Mauritius,MUS,Urban population,SP.URB.TOTL,516534
Mexico,MEX,"Population ages 0-14, female",SP.POP.0014.FE.IN,15197527
Mexico,MEX,"Population ages 0-14, male",SP.POP.0014.MA.IN,15656820
Mexico,MEX,"Population ages 15-64, female",SP.POP.1564.FE.IN,44529131
Mexico,MEX,"Population ages 15-64, male",SP.POP.1564.MA.IN,42040292
Mexico,MEX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4944253
Mexico,MEX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,6087541
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1302939
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,936147
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,65814200
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,62641366
Mexico,MEX,"Population, total",SP.POP.TOTL,128455567
Mexico,MEX,Urban population,SP.URB.TOTL,104796621
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,16719
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,17760
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,36473
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,36904
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3227
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4142
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,499
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,219
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,57334
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,57891
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,115224
"Micronesia, Fed. Sts.",FSM,Urban population,SP.URB.TOTL,26938
Middle East & North Africa,MEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,71968100
Middle East & North Africa,MEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,75573023
Middle East & North Africa,MEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,154968781
Middle East & North Africa,MEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,170178898
Middle East & North Africa,MEA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,12819596
Middle East & North Africa,MEA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,15195374
Middle East & North Africa,MEA,"Population ages 80 and above, female",SP.POP.80UP.FE,2450579
Middle East & North Africa,MEA,"Population ages 80 and above, male",SP.POP.80UP.MA,1528528
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,242132254
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,258571516
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,500703769
Middle East & North Africa,MEA,Urban population,SP.URB.TOTL,332307259
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,63933934
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,67077771
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,135922424
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,138959827
Middle East & North Africa (excluding high income),MNA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,11267445
Middle East & North Africa (excluding high income),MNA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,13689190
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, female",SP.POP.80UP.FE,2127845
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, male",SP.POP.80UP.MA,1281921
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,213545547
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,217305043
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,430850589
Middle East & North Africa (excluding high income),MNA,Urban population,SP.URB.TOTL,270604584
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,62964200
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,66068452
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,134411587
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,137475853
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,11185764
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,13585483
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2111210
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, male",SP.POP.80UP.MA,1272320
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,210961268
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,214730069
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,425691336
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population,SP.URB.TOTL,266601932
Middle income,MIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,725623368
Middle income,MIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,776512994
Middle income,MIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,1964329493
Middle income,MIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,2022604601
Middle income,MIC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,237035072
Middle income,MIC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,297834996
Middle income,MIC,"Population ages 80 and above, female",SP.POP.80UP.FE,55610164
Middle income,MIC,"Population ages 80 and above, male",SP.POP.80UP.MA,33540646
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2987787845
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,3036152675
Middle income,MIC,"Population, total",SP.POP.TOTL,6023940515
Middle income,MIC,Urban population,SP.URB.TOTL,3298693970
Moldova,MDA,"Population ages 0-14, female",SP.POP.0014.FE.IN,225116
Moldova,MDA,"Population ages 0-14, male",SP.POP.0014.MA.IN,234320
Moldova,MDA,"Population ages 15-64, female",SP.POP.1564.FE.IN,841280
Moldova,MDA,"Population ages 15-64, male",SP.POP.1564.MA.IN,805260
Moldova,MDA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,110411
Moldova,MDA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,194739
Moldova,MDA,"Population ages 80 and above, female",SP.POP.80UP.FE,34422
Moldova,MDA,"Population ages 80 and above, male",SP.POP.80UP.MA,11624
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1261135
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1149991
Moldova,MDA,"Population, total",SP.POP.TOTL,2411126
Moldova,MDA,Urban population,SP.URB.TOTL,1045778
Monaco,MCO,"Population ages 0-14, female",SP.POP.0014.FE.IN,2375
Monaco,MCO,"Population ages 0-14, male",SP.POP.0014.MA.IN,2440
Monaco,MCO,"Population ages 15-64, female",SP.POP.1564.FE.IN,9298
Monaco,MCO,"Population ages 15-64, male",SP.POP.1564.MA.IN,9194
Monaco,MCO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,6149
Monaco,MCO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,6843
Monaco,MCO,"Population ages 80 and above, female",SP.POP.80UP.FE,3261
Monaco,MCO,"Population ages 80 and above, male",SP.POP.80UP.MA,2536
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,18515
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,17783
Monaco,MCO,"Population, total",SP.POP.TOTL,36297
Monaco,MCO,Urban population,SP.URB.TOTL,36297
Mongolia,MNG,"Population ages 0-14, female",SP.POP.0014.FE.IN,541480
Mongolia,MNG,"Population ages 0-14, male",SP.POP.0014.MA.IN,570289
Mongolia,MNG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1094530
Mongolia,MNG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1073760
Mongolia,MNG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,64398
Mongolia,MNG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,102699
Mongolia,MNG,"Population ages 80 and above, female",SP.POP.80UP.FE,17775
Mongolia,MNG,"Population ages 80 and above, male",SP.POP.80UP.MA,8982
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1738709
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1708447
Mongolia,MNG,"Population, total",SP.POP.TOTL,3447157
Mongolia,MNG,Urban population,SP.URB.TOTL,2381606
Montenegro,MNE,"Population ages 0-14, female",SP.POP.0014.FE.IN,53202
Montenegro,MNE,"Population ages 0-14, male",SP.POP.0014.MA.IN,57379
Montenegro,MNE,"Population ages 15-64, female",SP.POP.1564.FE.IN,201808
Montenegro,MNE,"Population ages 15-64, male",SP.POP.1564.MA.IN,200096
Montenegro,MNE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,42799
Montenegro,MNE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,61506
Montenegro,MNE,"Population ages 80 and above, female",SP.POP.80UP.FE,15855
Montenegro,MNE,"Population ages 80 and above, male",SP.POP.80UP.MA,6999
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,316516
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,300274
Montenegro,MNE,"Population, total",SP.POP.TOTL,616791
Montenegro,MNE,Urban population,SP.URB.TOTL,422514
Morocco,MAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,4853355
Morocco,MAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,5092574
Morocco,MAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,12343871
Morocco,MAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,12512271
Morocco,MAR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1433131
Morocco,MAR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1604844
Morocco,MAR,"Population ages 80 and above, female",SP.POP.80UP.FE,239636
Morocco,MAR,"Population ages 80 and above, male",SP.POP.80UP.MA,152258
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18802069
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,19037976
Morocco,MAR,"Population, total",SP.POP.TOTL,37840044
Morocco,MAR,Urban population,SP.URB.TOTL,24641815
Mozambique,MOZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,7307990
Mozambique,MOZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,7366532
Mozambique,MOZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,9413534
Mozambique,MOZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,8937633
Mozambique,MOZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,330508
Mozambique,MOZ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,541158
Mozambique,MOZ,"Population ages 80 and above, female",SP.POP.80UP.FE,51627
Mozambique,MOZ,"Population ages 80 and above, male",SP.POP.80UP.MA,31258
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,17262682
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,16634672
Mozambique,MOZ,"Population, total",SP.POP.TOTL,33897354
Mozambique,MOZ,Urban population,SP.URB.TOTL,13136242
Myanmar,MMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,6481230
Myanmar,MMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,6834471
Myanmar,MMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,18732301
Myanmar,MMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,18691229
Myanmar,MMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1627268
Myanmar,MMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2211498
Myanmar,MMR,"Population ages 80 and above, female",SP.POP.80UP.FE,284364
Myanmar,MMR,"Population ages 80 and above, male",SP.POP.80UP.MA,159828
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27425029
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,27152968
Myanmar,MMR,"Population, total",SP.POP.TOTL,54577997
Myanmar,MMR,Urban population,SP.URB.TOTL,17526086
Namibia,NAM,"Population ages 0-14, female",SP.POP.0014.FE.IN,472870
Namibia,NAM,"Population ages 0-14, male",SP.POP.0014.MA.IN,470413
Namibia,NAM,"Population ages 15-64, female",SP.POP.1564.FE.IN,809563
Namibia,NAM,"Population ages 15-64, male",SP.POP.1564.MA.IN,748900
Namibia,NAM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,36941
Namibia,NAM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,65487
Namibia,NAM,"Population ages 80 and above, female",SP.POP.80UP.FE,10679
Namibia,NAM,"Population ages 80 and above, male",SP.POP.80UP.MA,3961
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1347919
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1256253
Namibia,NAM,"Population, total",SP.POP.TOTL,2604172
Namibia,NAM,Urban population,SP.URB.TOTL,1429326
Nauru,NRU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2386
Nauru,NRU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2567
Nauru,NRU,"Population ages 15-64, female",SP.POP.1564.FE.IN,3700
Nauru,NRU,"Population ages 15-64, male",SP.POP.1564.MA.IN,3787
Nauru,NRU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,133
Nauru,NRU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,207
Nauru,NRU,"Population ages 80 and above, female",SP.POP.80UP.FE,11
Nauru,NRU,"Population ages 80 and above, male",SP.POP.80UP.MA,6
